ticket_id,client_id,created_at,channel,product_module,plan,priority,status,resolution_time_hours,reopened,escalated,comment_text,true_root_cause
TCK-0011959,CLT-001910,2024-01-25T10:32:46,chat,billing_core,pro,urgent,resolved,47.47,False,False,Je ne reçois plus les notifications par emmail.,NOTIFICATIONS_NOT_SENT
TCK-0018210,CLT-001175,2024-01-25T10:49:32,chat,billing_core,pro,medium,resolved,37.61,False,False,Une facture a été générée en double pour le même client.,DUPLICATE_INVOICE
TCK-0010242,CLT-001966,2024-01-25T11:25:09,email,billing_core,starter,high,resolved,28.96,False,False,Je ne trouve pas la facture du mois dernier dans l'outil.,MISSING_INVOICE
TCK-0007318,CLT-000841,2024-01-25T11:28:25,web,billing_core,pro,low,resolved,11.17,False,False,Les remises ne semblent plus s'appliquer sur nos factures.,DISCOUNT_RULES_ISSUE
TCK-0009334,CLT-002398,2024-01-25T11:34:47,email,tax_vat,starter,medium,resolved,44.53,False,False,"Le total TTC est bizarre, on dirait un souci de taxes.",VAT_CALCULATION_BUG
TCK-0013058,CLT-001606,2024-01-25T12:20:56,email,billing_core,pro,low,resolved,3.49,False,False,La réduction négociée n'est pas prise en compte.,DISCOUNT_RULES_ISSUE
TCK-0010019,CLT-000491,2024-01-25T12:24:09,chat,billing_core,starter,medium,resolved,12.59,False,False,Le montant de la facture ne correspond pas à ce qui était.,BILLING_AMOUNT_INCORRECT
TCK-0006140,CLT-000576,2024-01-25T13:21:53,email,auth_access,pro,medium,resolved,29.03,False,False,"Impossible d'attribuer le bon rôle, ça ne s'applique pas.",PERMISSIONS_ROLE_ISSUE
TCK-0000758,CLT-000806,2024-01-25T14:06:44,email,billing_core,starter,high,resolved,43.87,False,False,Je ne trouve pas la facture du mois dernier dans l'outil.,MISSING_INVOICE
TCK-0004713,CLT-002247,2024-01-25T14:58:59,web,auth_access,starter,medium,resolved,22.09,False,False,"Un utilisateur ne voit pas les factures, problème de permissions.",PERMISSIONS_ROLE_ISSUE
TCK-0012005,CLT-002477,2024-01-25T15:01:37,chat,billing_core,starter,low,resolved,6.05,False,False,La génération de facture est très lente aujourd'hui.,INVOICE_GENERATION_DELAY
TCK-0008872,CLT-000462,2024-01-25T15:02:23,chat,subscriptions,starter,low,resolved,6.25,True,False,"Je n'arrive pas à modifier l'abonnement, erreur.",SUBSCRIPTION_CONFIG_ERROR
TCK-0016305,CLT-001480,2024-01-25T15:23:30,web,auth_access,enterprise,urgent,resolved,56.45,False,False,"Impossible d'attribuer le bon rôle, ça ne s'applique pas.",PERMISSIONS_ROLE_ISSUE
TCK-0011257,CLT-000207,2024-01-25T15:26:09,web,billing_core,starter,high,resolved,10.22,False,False,Je ne reçois plus les notifications par email.,NOTIFICATIONS_NOT_SENT
TCK-0013445,CLT-002198,2024-01-25T15:58:37,email,billing_core,starter,medium,resolved,88.56,False,False,"Jai deux factures pour la même période, c'est normal ?",DUPLICATE_INVOICE
TCK-0000386,CLT-001027,2024-01-25T16:02:52,email,billing_core,starter,medium,resolved,19.41,False,False,"La facture n'est pas encore générée, c'est bloqué ?",INVOICE_GENERATION_DELAY
TCK-0002127,CLT-000144,2024-01-25T16:27:05,email,auth_access,pro,medium,resolved,6.98,False,True,Le lien de reset ne marche pas.,PASSWORD_RESET_ISSUE
TCK-0016211,CLT-001118,2024-01-25T17:04:37,chat,reporting,pro,medium,resolved,58.87,False,False,Le rapport affiche des données incohérentes.,REPORT_DATA_INCORRECT
TCK-0010069,CLT-001835,2024-01-25T17:30:50,web,auth_access,starter,low,resolved,6.68,False,False,"Un utilisateur ne voit pas les factures, problème de permissions.",PERMISSIONS_ROLE_ISSUE
TCK-0015490,CLT-001670,2024-01-25T18:06:26,chat,subscriptions,starter,high,open,42.3,False,False,"Je n'arrive pas à modifier l'abonnement, erreur.",SUBSCRIPTION_CONFIG_ERROR
TCK-0006052,CLT-000366,2024-01-25T18:11:55,email,reporting,starter,low,resolved,9.99,False,False,L''export CSV est incomplet ou corrompu.,CSV_EXPORT_ISSUE
TCK-0013308,CLT-002239,2024-01-25T18:37:51,email,billing_core,pro,medium,resolved,7.94,False,False,La promotion/remise ne s'applique pas comme avant.,DISCOUNT_RULES_ISSUE
TCK-0014517,CLT-001546,2024-01-25T19:22:29,web,billing_core,enterprise,low,resolved,12.54,False,True,C'est lent et ça timeout parfois.,APP_SLOWNESS
TCK-0007627,CLT-000704,2024-01-25T20:09:54,chat,billing_core,starter,medium,resolved,31.23,False,False,Je ne reçois plus les notifications par email.,NOTIFICATIONS_NOT_SENT
TCK-0007355,CLT-000779,2024-01-25T20:28:30,email,billing_core,pro,low,resolved,15.02,False,False,"Grosse instabilité, ça coupe puis ça revient.",INFRA_INCIDENT
TCK-0016087,CLT-000318,2024-01-25T20:43:53,chat,billing_core,pro,urgent,resolved,121.93,False,False,La clôture mensuelle échoue avec un message d'erreur.,MONTH_END_CLOSING_ISSUE
TCK-0014642,CLT-001742,2024-01-25T21:00:27,chat,billing_core,pro,low,resolved,10.74,False,False,"Erreur lors de la clôture mensuelle, on est bloqués.",MONTH_END_CLOSING_ISSUE
TCK-0007914,CLT-001106,2024-01-25T21:50:56,email,tax_vat,starter,low,resolved,12.59,False,False,"Le total TTC est bizarre, on dirait un souci de taxes.",VAT_CALCULATION_BUG
TCK-0019549,CLT-002165,2024-01-25T21:51:16,email,tax_vat,pro,medium,resolved,12.53,False,False,"Le total TTC est bizarre, on dirait un souci de taxes.",VAT_CALCULATION_BUG
TCK-0008043,CLT-000473,2024-01-25T21:56:05,email,subscriptions,pro,low,resolved,2.92,False,False,Je ne comprends pas comment activer cette fonctionnalité.,FEATURE_MISUNDERSTANDING
TCK-0004136,CLT-001080,2024-01-25T22:20:24,email,reporting,starter,medium,resolved,23.72,False,False,On voit des montants erronés dans les rapports.,REPORT_DATA_INCORRECT
TCK-0017406,CLT-002018,2024-01-25T22:38:30,email,billing_core,pro,high,resolved,55.65,False,False,Les remises disparaissent sur certaines lignes de facture.,DISCOUNT_RULES_ISSUE
TCK-0013244,CLT-000344,2024-01-25T22:44:46,email,reporting,starter,medium,resolved,6.57,False,False,Impossible d'ouvrir le CSV exporté.,CSV_EXPORT_ISSUE
TCK-0015445,CLT-001884,2024-01-26T00:20:43,email,billing_core,pro,urgent,resolved,52.21,False,False,La réduction négociée n'est pas prise en compte.,DISCOUNT_RULES_ISSUE
TCK-0004606,CLT-001759,2024-01-26T00:47:12,chat,billing_core,starter,medium,resolved,15.86,False,False,Le total facturé est incorrect par rapport à notre contrat.,BILLING_AMOUNT_INCORRECT
TCK-0016069,CLT-001731,2024-01-26T00:50:20,chat,billing_core,starter,high,open,16.52,False,False,Le total facturé est incorrect par rapport à notre contrat.,BILLING_AMOUNT_INCORRECT
TCK-0006520,CLT-000598,2024-01-26T00:59:38,web,billing_core,starter,low,resolved,7.11,False,False,"La facture affiche un montant trop élevé, je ne comprends pas.",BILLING_AMOUNT_INCORRECT
TCK-0005828,CLT-001759,2024-01-26T02:04:24,web,billing_core,starter,medium,resolved,23.81,False,False,"On a des erreurs 500, l'outil ne répond plus.",INFRA_INCIDENT
TCK-0009131,CLT-000555,2024-01-26T03:02:53,email,billing_core,enterprise,high,resolved,73.64,False,False,Une facture a été générée en double pour le même client.,DUPLICATE_INVOICE
TCK-0000318,CLT-001790,2024-01-26T03:20:27,chat,billing_core,starter,medium,resolved,15.41,False,False,Les factures mettent un temps anormal à apparaître.,INVOICE_GENERATION_DELAY
TCK-0019026,CLT-002145,2024-01-26T04:08:56,email,billing_core,starter,medium,resolved,18.83,False,False,Le montant de la facture ne correspond pas à ce qui était prévu.,BILLING_AMOUNT_INCORRECT
TCK-0012600,CLT-001423,2024-01-26T04:26:03,email,billing_core,pro,medium,resolved,22.46,False,False,"La facture de mars manque, je ne peux pas la télécharger.",MISSING_INVOICE
TCK-0011733,CLT-000704,2024-01-26T04:48:12,web,billing_core,starter,medium,resolved,28.75,False,False,Les remises disparaissennt sur certaines lignes de facture.,DISCOUNT_RULES_ISSUE
TCK-0019060,CLT-000122,2024-01-26T04:54:53,chat,integrations,pro,medium,resolved,21.49,False,False,L'API renvoie des erreurs 500 intermittentes.,API_ERROR
TCK-0001073,CLT-001373,2024-01-26T05:27:27,chat,billing_core,starter,high,resolved,41.57,False,False,La génération de facture est très lente aujourd'hui.,INVOICE_GENERATION_DELAY
TCK-0013083,CLT-000939,2024-01-26T05:28:57,web,billing_core,pro,low,resolved,6.05,False,False,L'application est très lente depuis quelques heures.,APP_SLOWNESS
TCK-0018872,CLT-000653,2024-01-26T05:36:00,chat,subscriptions,starter,low,resolved,7.09,False,False,Où se trouve l'option pour faire changer un plan ?,FEATURE_MISUNDERSTANDING
TCK-0001126,CLT-002003,2024-01-26T05:38:09,email,subscriptions,starter,high,resolved,22.55,False,False,"On atteint une liimite, je ne comprends pas laquelle.",PLAN_LIMIT_CONFUSION
TCK-0006094,CLT-000658,2024-01-26T05:45:05,email,billing_core,starter,high,resolved,25.88,False,False,"J'ai deux factures pour la même période, c'est normal ?",DUPLICATE_INVOICE
TCK-0012871,CLT-000452,2024-01-26T06:45:21,email,auth_access,pro,medium,resolved,13.91,False,False,"Impossible de me connecter, ça tourne en boucle.",LOGIN_ISSUE
TCK-0019032,CLT-002206,2024-01-26T06:49:21,chat,billing_core,pro,low,resolved,21.59,False,False,Le montant de la facture ne correspond pas à ce qui était.,BILLING_AMOUNT_INCORRECT
TCK-0012779,CLT-000087,2024-01-26T07:32:42,email,billing_core,starter,low,resolved,1.49,False,False,Le total facturé est incorrect par rapport à notre contrat.,BILLING_AMOUNT_INCORRECT
TCK-0016410,CLT-000890,2024-01-26T09:05:07,chat,billing_core,starter,low,open,8.55,False,False,"La facture de août manque, je ne peux pas la télécharger.",MISSING_INVOICE
TCK-0012187,CLT-002123,2024-01-26T09:51:54,web,billing_core,starter,medium,resolved,28.71,False,False,"On a des erreurs 500, l'outil ne répond plus.",INFRA_INCIDENT
TCK-0012485,CLT-000184,2024-01-26T10:37:57,chat,reporting,starter,low,resolved,3.53,False,False,Des colonnes manquent dans l'export CSV.,CSV_EXPORT_ISSUE
TCK-0014365,CLT-001850,2024-01-26T10:54:32,email,billing_core,starter,low,resolved,3.18,False,False,La génération de facture est très lente aujourd'hui.,INVOICE_GENERATION_DELAY
TCK-0000924,CLT-001915,2024-01-26T11:27:17,email,tax_vat,starter,medium,resolved,20.29,False,False,On dirait que le taux de TVA est incorrect sur certaines factures.,VAT_CALCULATION_BUG
TCK-0003113,CLT-001261,2024-01-26T11:40:13,chat,billing_core,pro,high,resolved,44.74,False,False,L'application est très lente depuis quelques heures.,APP_SLOWNESS
TCK-0004872,CLT-000155,2024-01-26T11:46:06,chat,subscriptions,starter,low,resolved,11.84,False,False,"Besoin d'aide pour le setup, on est bloqués.",ONBOARDING_SETUP_ERROR
TCK-0006032,CLT-001676,2024-01-26T11:56:13,email,billing_core,pro,high,resolved,32.35,False,True,Les remises disparaissent sur certaines lignes de facture.,DISCOUNT_RULES_ISSUE
TCK-0008486,CLT-002191,2024-01-26T13:24:43,email,billing_core,starter,low,resolved,8.76,False,True,"La facture de août manque, je ne peux pas la téélécharger.",MISSING_INVOICE
TCK-0006948,CLT-000264,2024-01-26T13:36:21,chat,billing_core,enterprise,medium,resolved,28.2,False,False,"J'ai deux factures pour la même période, c'est normal ?",DUPLICATE_INVOICE
TCK-0017873,CLT-001531,2024-01-26T14:01:11,chat,billing_core,starter,low,resolved,13.4,False,False,"On a des erreurs 500, l'outil ne répond plus.",INFRA_INCIDENT
TCK-0013038,CLT-000367,2024-01-26T14:12:50,chat,billing_core,pro,low,resolved,4.38,False,True,"La facture n'est pas encore générée, c''est bloqué ?",INVOICE_GENERATION_DELAY
TCK-0005583,CLT-002219,2024-01-26T14:16:49,email,billing_core,starter,low,resolved,17.74,False,False,C'est lent et ça timeout parfois.,APP_SLOWNESS
TCK-0015859,CLT-001001,2024-01-26T14:18:13,email,billing_core,starter,low,resolved,15.55,False,False,"La facture n'est pas encore générée, c'est bloqué ?",INVOICE_GENERATION_DELAY
TCK-0011890,CLT-001161,2024-01-26T14:37:03,chat,subscriptions,enterprise,medium,resolved,12.59,False,True,"Je suis perdu sur le paramétrage, pouvez-vous m'aider ?",FEATURE_MISUNDERSTANDING
TCK-0013473,CLT-000030,2024-01-26T14:49:46,web,tax_vat,enterprise,high,resolved,29.43,False,False,On dirait que le taux de TVA est incorrect sur certaines factures.,VAT_CALCULATION_BUG
TCK-0013317,CLT-001667,2024-01-26T14:51:03,chat,auth_access,enterprise,urgent,resolved,161.82,False,True,"Impossible de me connecter, ça tourne en boucle.",LOGIN_ISSUE
TCK-0018502,CLT-000001,2024-01-26T15:23:23,web,billing_core,pro,high,resolved,25.29,True,False,"Il manque une facture, pouvez-vous la régénérer ?",MISSING_INVOICE
TCK-0005149,CLT-001251,2024-01-26T16:04:52,chat,subscriptions,pro,medium,resolved,26.15,False,False,Le changement de plan n'est pas pris en compte.,SUBSCRIPTION_CONFIG_ERROR
TCK-0015276,CLT-001715,2024-01-26T16:10:32,email,billing_core,starter,medium,resolved,4.15,False,False,"Il manque une facture, pouvez-vous la régénérer ?",MISSING_INVOICE
TCK-0009721,CLT-001347,2024-01-26T16:29:12,email,subscriptions,starter,medium,resolved,15.3,False,False,Je ne comprends pas comment activer cette fonctionnalité.,FEATURE_MISUNDERSTANDING
TCK-0000443,CLT-001922,2024-01-26T16:29:59,chat,subscriptions,starter,high,resolved,14.23,False,False,"Je n'arrive plus à créer de nouvvelles factures, est-ce normal ?",PLAN_LIMIT_CONFUSION
TCK-0004790,CLT-000024,2024-01-26T17:00:25,email,billing_core,starter,low,resolved,7.16,False,False,Les pages mettent longtemps à charger.,APP_SLOWNESS
TCK-0016225,CLT-000310,2024-01-26T17:06:35,chat,billing_core,starter,medium,resolved,25.14,False,False,Les remises disparaissent sur certaines lignes de facture.,DISCOUNT_RULES_ISSUE
TCK-0003500,CLT-002127,2024-01-26T17:26:28,email,billing_core,starter,medium,resolved,15.06,False,False,La promotion/remise ne s'applique pas comme avant.,DISCOUNT_RULES_ISSUE
TCK-0004019,CLT-000994,2024-01-26T17:30:41,email,reporting,starter,low,open,4.63,False,False,Des colonnes manquent dans l'exporrt CSV.,CSV_EXPORT_ISSUE
TCK-0014228,CLT-000215,2024-01-26T17:33:44,web,billing_core,enterprise,low,resolved,8.54,False,True,Impossible de finaliser la clôture de fin de mois.,MONTH_END_CLOSING_ISSUE
TCK-0012555,CLT-002019,2024-01-26T17:39:48,chat,billing_core,pro,low,resolved,4.83,False,False,"Il manque une facture, pouvez-vous la régénérer ?",MISSING_INVOICE
TCK-0016556,CLT-001606,2024-01-26T17:47:48,web,billing_core,pro,high,resolved,48.0,False,False,On voit des doubblons de factures dans l'historique.,DUPLICATE_INVOICE
TCK-0016143,CLT-002147,2024-01-26T17:57:02,web,billing_core,starter,medium,resolved,11.49,False,False,Je ne trouve pas la facture du mois dernier dans l'outil.,MISSING_INVOICE
TCK-0011962,CLT-001184,2024-01-26T18:49:25,web,billing_core,starter,low,resolved,7.95,False,False,"Performances dégradées, impossible de travailler normalement.",APP_SLOWNESS
TCK-0005637,CLT-002307,2024-01-26T19:11:23,web,billing_core,starter,high,resolved,113.44,False,False,"Sur iOS/Android, certaines pages ne s'affichent pas.",MOBILE_APP_ISSUE
TCK-0004879,CLT-001486,2024-01-26T20:52:03,web,billing_core,pro,low,open,4.27,False,False,Les remises ne semblent plus s'appliquer sur nos factures.,DISCOUNT_RULES_ISSUE
TCK-0001426,CLT-001745,2024-01-26T21:26:06,web,billing_core,starter,low,resolved,2.24,False,False,"La même facture apparaît deux fois, merci de corriger.",DUPLICATE_INVOICE
TCK-0003044,CLT-000359,2024-01-26T21:38:01,email,billing_core,pro,medium,resolved,20.14,False,False,Plus aucune notification depuis hier.,NOTIFICATIONS_NOT_SENT
TCK-0011613,CLT-001290,2024-01-26T22:03:52,chat,tax_vat,starter,medium,resolved,36.57,False,False,"Le montant TTC ne colle pass, la TVA semble mal appliquée.",VAT_CALCULATION_BUG
TCK-0018944,CLT-000936,2024-01-26T22:08:05,email,reporting,pro,low,resolved,6.19,False,False,Les chiffres du reporting ne sont pas bons.,REPORT_DATA_INCORRECT
TCK-0014368,CLT-000948,2024-01-26T22:14:01,email,billing_core,starter,low,resolved,5.06,True,False,Les remises ne semblent plus s'appliquer sur nos factues.,DISCOUNT_RULES_ISSUE
TCK-0015385,CLT-002081,2024-01-26T22:22:06,email,subscriptions,pro,medium,resolved,28.06,True,False,Je n'arrive pas à trouver la fonctionnalité dans l'interface.,FEATURE_MISUNDERSTANDING
TCK-0000585,CLT-000708,2024-01-26T23:42:42,chat,reporting,starter,low,resolved,6.57,False,False,Des colonnes manquent dans l'export CSV.,CSV_EXPORT_ISSUE
TCK-0006840,CLT-001097,2024-01-26T23:49:58,chat,subscriptions,pro,high,resolved,35.16,False,False,"On atteint une limite, je ne comprends pas laquelle.",PLAN_LIMIT_CONFUSION
TCK-0000485,CLT-002392,2024-01-27T02:31:57,email,billing_core,pro,high,resolved,27.4,True,False,Aucune facture n'a été générée pour la dernière période.,MISSING_INVOICE
TCK-0000286,CLT-001915,2024-01-27T02:45:05,email,billing_core,starter,high,resolved,15.07,False,False,"Sur iOS/Android, certaines pages ne s'affichent pa.",MOBILE_APP_ISSUE
TCK-0010236,CLT-001828,2024-01-27T02:46:39,chat,billing_core,enterprise,high,resolved,43.04,False,False,Je ne trouve pas la facture du mois dernier dans l'outil.,MISSING_INVOICE
TCK-0018127,CLT-001862,2024-01-27T03:04:24,email,billing_core,starter,medium,resolved,14.95,False,False,"La facture affiche un montant trop élevé, je ne comprends pas.",BILLING_AMOUNT_INCORRECT
TCK-0015387,CLT-001571,2024-01-27T03:05:17,email,billing_core,starter,high,resolved,18.44,False,False,Les notifications ne sont pas envoyées aux utilisateurs.,NOTIFICATIONS_NOT_SENT
TCK-0007736,CLT-002259,2024-01-27T03:29:15,chat,tax_vat,starter,low,resolved,4.16,False,False,"Le montant TTC ne colle pas, la TVA semble mal appliquée.",VAT_CALCULATION_BUG
TCK-0018974,CLT-000780,2024-01-27T03:40:47,web,billing_core,starter,low,resolved,6.03,False,False,"Le service est indisponible, on a des erreurs partout.",INFRA_INCIDENT
TCK-0000306,CLT-001569,2024-01-27T03:58:50,chat,billing_core,starter,high,resolved,42.42,False,False,Je ne trouve pas la facture du mois dernier dans l'outil.,MISSING_INVOICE
TCK-0014977,CLT-000179,2024-01-27T04:01:52,email,reporting,pro,urgent,resolved,71.28,False,False,Les chiffres du reporting ne sont pas bons.,REPORT_DATA_INCORRECT
TCK-0004101,CLT-000899,2024-01-27T05:19:57,email,auth_access,pro,medium,resolved,8.5,False,False,Les droits utilisateurs ne sont pas corrects.,PERMISSIONS_ROLE_ISSUE
TCK-0017457,CLT-002034,2024-01-27T05:51:54,chat,tax_vat,pro,medium,open,14.15,True,False,"Le montant TTC ne colle pas, la TVA semble mal appliquée.",VAT_CALCULATION_BUG
TCK-0010573,CLT-000579,2024-01-27T07:00:19,email,billing_core,starter,low,resolved,3.28,False,True,La promotion/remise ne s'applique pas comme avant.,DISCOUNT_RULES_ISSUE
TCK-0006212,CLT-000004,2024-01-27T07:09:30,web,auth_access,enterprise,medium,open,13.42,False,False,"Impossible de me connecter, ça tourne en boucle.",LOGIN_ISSUE
TCK-0012675,CLT-000736,2024-01-27T07:51:55,chat,billing_core,starter,low,resolved,2.72,False,False,"Les alertes ne partent plus, rien dans la boîte mail.",NOTIFICATIONS_NOT_SENT
TCK-0015626,CLT-002030,2024-01-27T07:53:24,chat,auth_access,pro,low,resolved,14.39,False,False,Impossible de changer mon mot de passe.,PASSWORD_RESET_ISSUE
TCK-0002959,CLT-000892,2024-01-27T08:04:39,email,billing_core,starter,medium,resolved,31.76,False,False,La réduction négociée n'est pas prise en compte.,DISCOUNT_RULES_ISSUE
TCK-0008572,CLT-002228,2024-01-27T09:08:24,chat,reporting,starter,high,resolved,78.61,False,False,On voit des montants erronés dans les rapports.,REPORT_DATA_INCORRECT
TCK-0013973,CLT-000661,2024-01-27T09:38:20,chat,tax_vat,pro,low,resolved,10.34,False,True,La TVA sur la facture ne correspond pas au taux paramétré.,VAT_CALCULATION_BUG
TCK-0013011,CLT-001640,2024-01-27T09:54:08,chat,billing_core,starter,medium,resolved,30.86,False,False,Le montant de la facture ne correspond pas à ce qui était.,BILLING_AMOUNT_INCORRECT
TCK-0013219,CLT-000514,2024-01-27T10:23:21,chat,reporting,pro,high,resolved,37.66,False,False,L'export CSV contient des valeurs étranges.,CSV_EXPORT_ISSUE
TCK-0001678,CLT-000466,2024-01-27T10:24:19,email,billing_core,starter,medium,resolved,38.51,False,False,"On attend la facture depuis ce matin, toujours rien.",INVOICE_GENERATION_DELAY
TCK-0013550,CLT-000707,2024-01-27T10:35:45,email,billing_core,starter,medium,resolved,26.38,True,False,"La même facture apparaît deux fois, merci de corriger.",DUPLICATE_INVOICE
TCK-0014185,CLT-000411,2024-01-27T10:40:03,email,tax_vat,starter,medium,open,33.65,True,False,On dirait que le taux de TVA est incorrect sur certaines factures.,VAT_CALCULATION_BUG
TCK-0002685,CLT-000739,2024-01-27T10:44:41,email,integrations,pro,high,resolved,75.67,False,False,Depuis hier l'intégration avec Zapier ne remonte plus les paiements.,INTEGRATION_SYNC_BROKEN
TCK-0015861,CLT-000982,2024-01-27T10:46:24,chat,tax_vat,starter,low,resolved,25.52,False,False,On dirait que le taux de TVA est incorrect sur certaines factures.,VAT_CALCULATION_BUG
TCK-0003843,CLT-002335,2024-01-27T11:27:47,email,subscriptions,starter,high,resolved,65.26,False,False,Je n'arrive pas à trouver la fonctionnalité dans l'interface.,FEATURE_MISUNDERSTANDING
TCK-0007995,CLT-001719,2024-01-27T11:32:45,web,billing_core,starter,medium,resolved,12.64,False,False,Une facture a été générée en double pour le même client.,DUPLICATE_INVOICE
TCK-0001278,CLT-001198,2024-01-27T11:51:48,chat,billing_core,starter,low,resolved,7.3,False,False,"La facture affiche un montant trop élevé, je ne comprends pas.",BILLING_AMOUNT_INCORRECT
TCK-0002652,CLT-000889,2024-01-27T12:28:40,email,billing_core,starter,low,resolved,20.52,False,False,La clôture tourne en boucle et ne se termine pas.,MONTH_END_CLOSING_ISSUE
TCK-0012317,CLT-001033,2024-01-27T12:57:34,chat,billing_core,starter,high,open,99.7,False,False,"Il manque une facture, pouvez-vous la régénérer ?.",MISSING_INVOICE
TCK-0016709,CLT-001305,2024-01-27T13:07:48,email,tax_vat,starter,low,resolved,11.98,False,False,On dirait que le taux de TVA est incorrect sur certaines factures.,VAT_CALCULATION_BUG
TCK-0015273,CLT-001391,2024-01-27T13:51:55,chat,billing_core,pro,low,resolved,6.32,False,False,Le total facturé est incorrect par rapport à notre contrat.,BILLING_AMOUNT_INCORRECT
TCK-0002271,CLT-000364,2024-01-27T14:14:41,chat,billing_core,starter,low,resolved,7.14,False,False,Le montant de la facture ne correspond pas à ce qui était prévu.,BILLING_AMOUNT_INCORRECT
TCK-0005380,CLT-001294,2024-01-27T15:01:33,web,subscriptions,pro,high,resolved,30.27,False,False,"Une option est grisée, on dirait une limitation.",PLAN_LIMIT_CONFUSION
TCK-0012688,CLT-001452,2024-01-27T15:03:23,email,billing_core,starter,low,resolved,5.59,True,False,Je ne reçois plus les notifications par email.,NOTIFICATIONS_NOT_SENT
TCK-0005849,CLT-000858,2024-01-27T15:17:57,email,billing_core,starter,high,resolved,32.8,False,False,C'est lent et ça timeouut parfois.,APP_SLOWNESS
TCK-0008828,CLT-000612,2024-01-27T16:04:41,chat,billing_core,starter,low,resolved,7.1,False,False,"Il y a un écart sur la facturation ce mois-ci, pouvez-vous vérifier.",BILLING_AMOUNT_INCORRECT
TCK-0017550,CLT-001742,2024-01-27T16:08:35,email,tax_vat,pro,high,resolved,38.08,False,False,On dirait que le taux de TVA est incorrect sur certaines factures.,VAT_CALCULATION_BUG
TCK-0002547,CLT-001607,2024-01-27T16:11:44,web,billing_core,starter,low,open,3.01,False,False,Une facture a été générée en double pour le même client.,DUPLICATE_INVOICE
TCK-0005286,CLT-000537,2024-01-27T16:45:47,chat,tax_vat,starter,medium,open,35.46,False,True,On dirait que le taux de TVA est incorrect sur certaines factures.,VAT_CALCULATION_BUG
TCK-0003211,CLT-001658,2024-01-27T17:10:14,email,reporting,pro,high,resolved,72.29,False,False,Des colonnes manquent dans l'export CSV.,CSV_EXPORT_ISSUE
TCK-0016116,CLT-001465,2024-01-27T17:19:19,chat,billing_core,starter,medium,resolved,38.68,False,False,Une facture a été générée en double pour le même client.,DUPLICATE_INVOICE
TCK-0013124,CLT-000423,2024-01-27T17:22:27,email,billing_core,starter,high,resolved,39.51,False,False,Aucune facture n'a été générée pour la dernière période.,MISSING_INVOICE
TCK-0019543,CLT-001715,2024-01-27T17:46:03,chat,tax_vat,starter,low,resolved,14.68,False,False,"Le total TTC est bizarre, on dirait un souci de taxes.",VAT_CALCULATION_BUG
TCK-0009728,CLT-000015,2024-01-27T18:29:25,chat,billing_core,pro,medium,resolved,9.05,False,False,Les remises ne semblent plus s'appliquer sur nos factures.,DISCOUNT_RULES_ISSUE
TCK-0016196,CLT-002224,2024-01-27T19:00:35,chat,auth_access,starter,medium,resolved,8.23,False,False,Le lien de reset ne marche pas.,PASSWORD_RESET_ISSUE
TCK-0014493,CLT-000137,2024-01-27T19:01:14,chat,billing_core,starter,low,resolved,4.21,False,True,Le montant de la facture ne correspond pas à ce qui était prévu.,BILLING_AMOUNT_INCORRECT
TCK-0016907,CLT-001146,2024-01-27T19:28:44,email,billing_core,starter,medium,resolved,20.87,False,False,"Sur iOS/Android, certaines pages ne s'affichent pas.",MOBILE_APP_ISSUE
TCK-0011901,CLT-000596,2024-01-27T20:02:59,chat,billing_core,pro,low,resolved,8.23,False,False,La réduction négociée n'est pas prise en compte.,DISCOUNT_RULES_ISSUE
TCK-0006759,CLT-000228,2024-01-27T20:11:29,email,tax_vat,pro,medium,resolved,80.84,False,False,On dirait que le taux de TVA est incorrect sur certaines factures.,VAT_CALCULATION_BUG
TCK-0000199,CLT-002438,2024-01-27T20:18:55,chat,tax_vat,enterprise,urgent,resolved,118.6,False,False,"Le montant TTC ne colle pas, la TVA semble mal appliquée.",VAT_CALCULATION_BUG
TCK-0015515,CLT-001474,2024-01-27T20:40:48,email,subscriptions,starter,low,resolved,7.18,False,False,Où se trouve l'option pour faire exporter un rapport ?,FEATURE_MISUNDERSTANDING
TCK-0000110,CLT-001984,2024-01-27T21:02:04,email,billing_core,pro,high,resolved,38.54,True,False,Les remises ne semblent plus s'appliquer sur nos factures.,DISCOUNT_RULES_ISSUE
TCK-0019449,CLT-001153,2024-01-27T21:06:30,web,subscriptions,starter,low,resolved,10.74,False,False,"Une option est grisée, on dirait une limitation.",PLAN_LIMIT_CONFUSION
TCK-0007582,CLT-001240,2024-01-27T21:11:32,email,subscriptions,starter,high,resolved,55.84,False,False,"Après la mise en route, on a des erreurs de configuration.",ONBOARDING_SETUP_ERROR
TCK-0007605,CLT-000680,2024-01-27T21:38:05,chat,tax_vat,starter,high,resolved,74.57,False,False,On dirait que le taux de TVA est incorrect sur certaines factures.,VAT_CALCULATION_BUG
TCK-0009724,CLT-002105,2024-01-27T21:46:19,email,billing_core,starter,medium,resolved,18.22,False,False,La promotion/remise ne s'applique pas comme avant.,DISCOUNT_RULES_ISSUE
TCK-0015114,CLT-001385,2024-01-27T22:56:42,email,billing_core,enterprise,urgent,resolved,54.96,False,False,Une facture a été générée en double pour le même client.,DUPLICATE_INVOICE
TCK-0019974,CLT-001945,2024-01-27T23:02:37,email,billing_core,starter,low,resolved,5.81,False,False,La clôture tourne en boucle et ne se termine pas.,MONTH_END_CLOSING_ISSUE
